,meta.page.currentPage,meta.page.from,meta.page.lastPage,meta.page.perPage,meta.page.to,meta.page.total,data.type,data.id,data.attributes.nomor_pb_umku,data.attributes.nama,data.attributes.website,data.attributes.sektor,data.attributes.nama_perusahaan,data.attributes.tanggal_daftar,data.attributes.nomor_tanda_daftar,data.attributes.qr_code,data.attributes.status_id,data.attributes.sistem_elektronik_id
380,39,381,41,10,390,404,tdpseTerbit,4094,,CLEANIT,114.119.185.13,Sektor Teknologi Informasi dan Komunikasi,SMART MEDIA4U TECHNOLOGY PTE. LTD.,2022-05-23,000297.03/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/4d4865703e720853fd0c54c55276e654.png,TERDAFTAR,4093
381,39,381,41,10,390,404,tdpseTerbit,4093,,SHAREIT,114.119.168.60,Sektor Teknologi Informasi dan Komunikasi,SMART MEDIA4U TECHNOLOGY PTE. LTD.,2022-05-23,000297.02/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/e768b898f74f6de325b5d8f7d74a96d3.png,TERDAFTAR,4092
382,39,381,41,10,390,404,tdpseTerbit,4092,,SHAREIT LITE,114.119.168.60,Sektor Teknologi Informasi dan Komunikasi,SMART MEDIA4U TECHNOLOGY PTE. LTD.,2022-05-23,000297.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/95a0c2eeadec44c1cb8098ad4683e0f4.png,TERDAFTAR,4091
383,39,381,41,10,390,404,tdpseTerbit,4091,,PULSE,wedopulse.com/id/,Sektor Perdagangan,PULSE ECOSYSTEMS PTE. LTD.,2022-05-23,000296.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/5424de5f19f1dc68019a69a4175ff21b.png,TERDAFTAR,4090
384,39,381,41,10,390,404,tdpseTerbit,4090,,REACH52 ACCESS,reach52.com,Sektor Kesehatan,REACH52 PTE LTD,2022-05-23,000295.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/a29e5f1fa2a666130a6b40a453d10b3f.png,TERDAFTAR,4089
385,39,381,41,10,390,404,tdpseTerbit,4089,,MCB,mycashback.co,Sektor Perdagangan,MANKIND MEDIA PTE LTD,2022-05-23,000294.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/5cf44649c0176c454d3a7a2d5c977918.png,TERDAFTAR,4088
386,39,381,41,10,390,404,tdpseTerbit,4088,,LINKTREE,linktr.ee,Sektor Teknologi Informasi dan Komunikasi,LINKTREE PTY LTD,2022-05-23,000293.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/4af5ca9f140bb111af1f9a2406231da3.png,TERDAFTAR,4087
387,39,381,41,10,390,404,tdpseTerbit,4087,,SMARTER HEALTH PLATFORM,smarterhealth.sg/,Sektor Teknologi Informasi dan Komunikasi,SMARTER HEALTH PTE LTD,2022-05-23,000292.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/9dd690e683c9fa2972debcdd47947bb9.png,TERDAFTAR,4086
388,39,381,41,10,390,404,tdpseTerbit,4086,,CHANGE.ORG,change.org,Sektor Teknologi Informasi dan Komunikasi,"CHANGE.ORG, PBC",2022-05-23,000291.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/9f4aac48e390a9a2942ba7ad1f72033d.png,TERDAFTAR,4085
389,39,381,41,10,390,404,tdpseTerbit,4085,,TREBEL,trebel.io,Sektor Perdagangan,"M&M MEDIA, INC",2022-05-23,000290.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/51397e3cfda2be92ed14fd5dbfa10884.png,TERDAFTAR,4084
390,40,391,41,10,400,404,tdpseTerbit,4084,,SPOTIFY,spotify.com,Sektor Teknologi Informasi dan Komunikasi,SPOTIFY AB,2022-05-23,000289.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/c457489bed39cfb367ab76e77e0e8b80.png,TERDAFTAR,4083
391,40,391,41,10,400,404,tdpseTerbit,4083,,SIDEN,siden.io,Sektor Teknologi Informasi dan Komunikasi,SIDEN INC,2022-05-23,000288.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/085263b980214fd3aca62ad0fd1daaa0.png,TERDAFTAR,4082
392,40,391,41,10,400,404,tdpseTerbit,4082,,BIOMARK LABORATORY PLATFORM,13.227.254.60,Sektor Kesehatan,BIOMARK PTE LTD,2022-05-23,000287.02/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/37685d0a930dfe695a2c88a24d9a1b2b.png,TERDAFTAR,4081
393,40,391,41,10,400,404,tdpseTerbit,4081,,BIOMARK MOBILE APPLICATION,13.227.254.72,Sektor Kesehatan,BIOMARK PTE LTD,2022-05-23,000287.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/4be1e2c770ebae54e798195a1c9ca8c0.png,TERDAFTAR,4080
394,40,391,41,10,400,404,tdpseTerbit,4067,,SPACE & AVIATION TECHNLOGY SYSTEM,belumada.com,Sektor Teknologi Informasi dan Komunikasi,WIJAYA KUSUMA RAJAWALI,2022-05-23,000279.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/79c9bff26dc477ac3f7fea8cd82467cd.png,TERDAFTAR,4066
395,40,391,41,10,400,404,tdpseTerbit,4066,,BIOMARK MOBILE APPLICATION,biomarking.com,Sektor Kesehatan,BIOMARK PTE LTD,2022-05-23,000278.03/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/fded7cccfae01e02c0d92b083e76fb3d.png,TERDAFTAR,4065
396,40,391,41,10,400,404,tdpseTerbit,4065,,BIOMARK DOCTOR PLATFORM,biomarking.com,Sektor Kesehatan,BIOMARK PTE LTD,2022-05-23,000278.02/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/197ff3ea4e6a24ff153dc9e4dd718831.png,TERDAFTAR,4064
397,40,391,41,10,400,404,tdpseTerbit,4064,,BIOMARK LABORATORY PLATFORM,biomarking.com,Sektor Kesehatan,BIOMARK PTE LTD,2022-05-23,000278.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/40fc9f0f6c3d9b717b7755af0d7af802.png,TERDAFTAR,4063
398,40,391,41,10,400,404,tdpseTerbit,4063,,BIOMARK LABORATORY PLATFORM,biomarking.com,Sektor Kesehatan,BIOMARK PTE LTD,2022-05-23,000277.03/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/4cb0c58108bd3460c82138c77b541b7f.png,TERDAFTAR,4062
399,40,391,41,10,400,404,tdpseTerbit,4062,,BIOMARK MOBILE APPLICATION,biomarking.com,Sektor Kesehatan,BIOMARK PTE LTD,2022-05-23,000277.02/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/50c4208b893cfe419038c6b416ecb65e.png,TERDAFTAR,4061
400,41,401,41,10,410,404,tdpseTerbit,4061,,BIOMARK DOCTOR PLATFORM,biomarking.com,Sektor Kesehatan,BIOMARK PTE LTD,2022-05-23,000277.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/88d624d0e8127ace3b1fee6123bffc94.png,TERDAFTAR,4060
401,41,401,41,10,410,404,tdpseTerbit,4060,,OMEGA: LAYANAN TAKSI,taxiomega.id,Sektor Transportasi,GLOBAL SERVICE OMEGA L.L.C-FZ,2022-05-23,000276.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/989e8840b834c204e44d8bdeea10394d.png,TERDAFTAR,4059
402,41,401,41,10,410,404,tdpseTerbit,4056,,SWIFT SERVICE BUREAU,bottomline.com/apac,Sektor Teknologi Informasi dan Komunikasi,BOTTOMLINE TECHNOLOGIES PTE. LTD.,2022-05-23,000274.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/480afc81483b46d05c2d69066680cdb8.png,TERDAFTAR,4055
403,41,401,41,10,410,404,tdpseTerbit,4055,,LIVEWELL APP AND WEB PORTAL,livewell-portal.zurich.com,Sektor Kesehatan,Zurich LiveWell Services and Solutions Ltd.,2022-05-23,000273.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/6978494cb7ff055a21f95ac8ec64ecd6.png,TERDAFTAR,4054
